ClientMacAddr,localtime,Site,Level,lat,lng
5c:ad:cf:c2:25:b8,2019-08-13  00:14:48,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:14:48,UK Office,Ground Floor,51.46074858,-0.9323706981
24:1b:7a:b1:f2:ef,2019-08-13  00:14:49,UK Office,1st Floor,51.46068928,-0.9322374
4c:56:9d:75:d1:e5,2019-08-13  00:14:49,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:49,UK Office,2nd Floor,51.46042111,-0.9328859422
04:ea:56:92:f9:9b,2019-08-13  00:14:55,UK Office,Ground Floor,51.46037358,-0.9325767916
9c:8c:6e:46:0b:7c,2019-08-13  00:14:55,UK Office,1st Floor,51.46078087,-0.9323014731
9c:8c:6e:46:1c:5e,2019-08-13  00:14:55,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:14:55,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:14:55,UK Office,Ground Floor,51.46080445,-0.9322844388
00:80:92:df:7b:97,2019-08-13  00:14:56,UK Office,Ground Floor,51.46035724,-0.9325230633
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:56,UK Office,1st Floor,51.46060756,-0.9323927968
08:f6:9c:14:24:1b,2019-08-13  00:14:57,UK Office,2nd Floor,51.46083184,-0.93224795
34:e1:2d:c6:a8:59,2019-08-13  00:14:57,UK Office,Ground Floor,51.4603982,-0.932614542
7c:91:22:a9:48:7b,2019-08-13  00:14:57,UK Office,Ground Floor,51.46037606,-0.9325741131
9c:8c:6e:46:0c:52,2019-08-13  00:14:57,UK Office,2nd Floor,51.4607335,-0.9323182203
b8:63:4d:a1:d2:b9,2019-08-13  00:14:57,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:14:57,UK Office,1st Floor,51.46048262,-0.9325506893
c4:6e:1f:1b:72:40,2019-08-13  00:14:57,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:57,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:14:57,UK Office,2nd Floor,51.46043006,-0.9327351711
ec:ad:b8:7d:23:e8,2019-08-13  00:14:57,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:14:58,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:58,UK Office,2nd Floor,51.46082842,-0.9323020872
4c:34:88:f6:62:9c,2019-08-13  00:14:58,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:14:58,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:14:58,UK Office,Ground Floor,51.46074815,-0.9323723594
9c:da:3e:69:d3:f4,2019-08-13  00:14:58,UK Office,Ground Floor,51.46057682,-0.9323893021
24:1b:7a:b1:f2:ef,2019-08-13  00:14:59,UK Office,1st Floor,51.46068928,-0.9322374
4c:56:9d:75:d1:e5,2019-08-13  00:14:59,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:59,UK Office,2nd Floor,51.46041988,-0.9328850919
04:ea:56:92:f9:9b,2019-08-13  00:15:05,UK Office,Ground Floor,51.46037358,-0.9325767916
4c:56:9d:75:d1:e5,2019-08-13  00:15:05,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:05,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:0b:7c,2019-08-13  00:15:05,UK Office,1st Floor,51.46078087,-0.9323014731
9c:8c:6e:46:1c:5e,2019-08-13  00:15:05,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:15:05,UK Office,Ground Floor,51.460344,-0.9325180818
fc:03:9f:07:af:f4,2019-08-13  00:15:05,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:06,UK Office,Ground Floor,51.46035724,-0.9325230633
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:06,UK Office,1st Floor,51.46060494,-0.9323899069
34:e1:2d:c6:a8:59,2019-08-13  00:15:07,UK Office,Ground Floor,51.4603982,-0.932614542
7c:91:22:a9:48:7b,2019-08-13  00:15:07,UK Office,Ground Floor,51.46037606,-0.9325741131
b8:63:4d:a1:d2:b9,2019-08-13  00:15:07,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:15:07,UK Office,1st Floor,51.4604685,-0.9325450565
c4:6e:1f:1b:72:40,2019-08-13  00:15:07,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:07,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:15:07,UK Office,2nd Floor,51.46042988,-0.9327326621
ec:ad:b8:7d:23:e8,2019-08-13  00:15:07,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:15:08,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:15:08,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:15:08,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:15:08,UK Office,Ground Floor,51.46074815,-0.9323723594
9c:8c:6e:46:0c:52,2019-08-13  00:15:08,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:08,UK Office,Ground Floor,51.46057682,-0.9323893021
00:c2:c6:ec:4c:a3,2019-08-13  00:15:09,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:09,UK Office,2nd Floor,51.46082842,-0.9323020872
24:1b:7a:b1:f2:ef,2019-08-13  00:15:09,UK Office,1st Floor,51.46068928,-0.9322374
4c:56:9d:75:d1:e5,2019-08-13  00:15:15,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:15,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:0b:7c,2019-08-13  00:15:15,UK Office,1st Floor,51.46078087,-0.9323014731
9c:8c:6e:46:1c:5e,2019-08-13  00:15:15,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:81:1d,2019-08-13  00:15:15,UK Office,1st Floor,51.46040213,-0.9325185914
04:ea:56:92:f9:9b,2019-08-13  00:15:16,UK Office,Ground Floor,51.46037358,-0.9325767916
c4:6e:1f:1a:68:a1,2019-08-13  00:15:16,UK Office,Ground Floor,51.460344,-0.9325180818
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:16,UK Office,1st Floor,51.46060494,-0.9323899069
fc:03:9f:07:af:f4,2019-08-13  00:15:16,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:17,UK Office,Ground Floor,51.46035724,-0.9325230633
34:e1:2d:c6:a8:59,2019-08-13  00:15:17,UK Office,Ground Floor,51.4603982,-0.932614542
c4:6e:1f:1b:72:40,2019-08-13  00:15:17,UK Office,2nd Floor,51.46042898,-0.9326980891
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:17,UK Office,2nd Floor,51.46057175,-0.9323999143
e8:de:27:9f:7f:0c,2019-08-13  00:15:17,UK Office,2nd Floor,51.46042988,-0.9327326621
08:f6:9c:14:24:1b,2019-08-13  00:15:18,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:15:18,UK Office,Ground Floor,51.46050993,-0.9323062616
7c:91:22:a9:48:7b,2019-08-13  00:15:18,UK Office,Ground Floor,51.46037606,-0.9325741131
80:2b:f9:9f:d3:23,2019-08-13  00:15:18,UK Office,Ground Floor,51.4607465,-0.932372432
9c:8c:6e:46:0c:52,2019-08-13  00:15:18,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:18,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:15:18,UK Office,1st Floor,51.46056724,-0.9322359403
ec:ad:b8:7d:23:e8,2019-08-13  00:15:18,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:15:19,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:19,UK Office,2nd Floor,51.46082842,-0.9323020872
24:1b:7a:b1:f2:ef,2019-08-13  00:15:19,UK Office,1st Floor,51.46068928,-0.9322374
5c:ad:cf:c2:25:b8,2019-08-13  00:15:19,UK Office,Ground Floor,51.46035875,-0.93256441
4c:56:9d:75:d1:e5,2019-08-13  00:15:25,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:25,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:0b:7c,2019-08-13  00:15:25,UK Office,1st Floor,51.46078087,-0.9323014731
c4:6e:1f:1a:81:1d,2019-08-13  00:15:25,UK Office,1st Floor,51.46040213,-0.9325185914
04:ea:56:92:f9:9b,2019-08-13  00:15:26,UK Office,Ground Floor,51.46038478,-0.9325672906
9c:8c:6e:46:1c:5e,2019-08-13  00:15:26,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:15:26,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:15:26,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:27,UK Office,Ground Floor,51.46035129,-0.9325248367
08:d8:33:ef:e7:7b,2019-08-13  00:15:27,UK Office,Ground Floor,51.46050964,-0.9325081422
34:e1:2d:c6:a8:59,2019-08-13  00:15:27,UK Office,Ground Floor,51.4603982,-0.932614542
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:27,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:15:27,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:27,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:15:27,UK Office,2nd Floor,51.46043006,-0.9327351711
08:f6:9c:14:24:1b,2019-08-13  00:15:28,UK Office,2nd Floor,51.46083184,-0.93224795
7c:91:22:a9:48:7b,2019-08-13  00:15:28,UK Office,Ground Floor,51.46037606,-0.9325741131
80:2b:f9:9f:d3:23,2019-08-13  00:15:28,UK Office,Ground Floor,51.46074858,-0.9323706981
9c:8c:6e:46:0c:52,2019-08-13  00:15:28,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:28,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:15:28,UK Office,1st Floor,51.46056724,-0.9322359403
ec:ad:b8:7d:23:e8,2019-08-13  00:15:28,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:15:29,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:29,UK Office,2nd Floor,51.46082842,-0.9323020872
24:1b:7a:b1:f2:ef,2019-08-13  00:15:29,UK Office,1st Floor,51.46068928,-0.9322374
4c:34:88:f6:62:9c,2019-08-13  00:15:29,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:15:29,UK Office,Ground Floor,51.4603589,-0.9325668193
4c:56:9d:75:d1:e5,2019-08-13  00:15:35,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:35,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:0b:7c,2019-08-13  00:15:35,UK Office,1st Floor,51.46078087,-0.9323014731
c4:6e:1f:1a:81:1d,2019-08-13  00:15:35,UK Office,1st Floor,51.46040357,-0.9325178875
34:e1:2d:c6:a8:59,2019-08-13  00:15:36,UK Office,Ground Floor,51.460394,-0.9326127164
80:2b:f9:9f:d3:23,2019-08-13  00:15:36,UK Office,Ground Floor,51.46076985,-0.9323530053
9c:8c:6e:46:1c:5e,2019-08-13  00:15:36,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:15:36,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:15:36,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:37,UK Office,Ground Floor,51.46035129,-0.9325248367
04:ea:56:92:f9:9b,2019-08-13  00:15:37,UK Office,Ground Floor,51.46039156,-0.9325717128
08:d8:33:ef:e7:7b,2019-08-13  00:15:37,UK Office,Ground Floor,51.46050964,-0.9325081422
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:37,UK Office,1st Floor,51.46060209,-0.9323867641
c4:6e:1f:1b:72:40,2019-08-13  00:15:37,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:37,UK Office,2nd Floor,51.46057193,-0.9323930632
e8:de:27:9f:7f:0c,2019-08-13  00:15:37,UK Office,2nd Floor,51.46043006,-0.9327351711
08:f6:9c:14:24:1b,2019-08-13  00:15:38,UK Office,2nd Floor,51.46083184,-0.93224795
7c:91:22:a9:48:7b,2019-08-13  00:15:38,UK Office,Ground Floor,51.46037606,-0.9325741131
9c:8c:6e:46:0c:52,2019-08-13  00:15:38,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:38,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:15:38,UK Office,1st Floor,51.46056724,-0.9322359403
ec:ad:b8:7d:23:e8,2019-08-13  00:15:38,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:15:39,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:39,UK Office,2nd Floor,51.46082871,-0.9322976017
24:1b:7a:b1:f2:ef,2019-08-13  00:15:39,UK Office,1st Floor,51.46068928,-0.9322374
4c:34:88:f6:62:9c,2019-08-13  00:15:39,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:15:39,UK Office,Ground Floor,51.4603589,-0.9325668193
4c:56:9d:75:d1:e5,2019-08-13  00:15:45,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:45,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:0b:7c,2019-08-13  00:15:45,UK Office,1st Floor,51.46078034,-0.9323011004
c4:6e:1f:1a:81:1d,2019-08-13  00:15:45,UK Office,1st Floor,51.46041784,-0.9326159276
34:e1:2d:c6:a8:59,2019-08-13  00:15:46,UK Office,Ground Floor,51.460394,-0.9326127164
9c:8c:6e:46:1c:5e,2019-08-13  00:15:46,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:15:46,UK Office,Ground Floor,51.460344,-0.9325180818
fc:03:9f:07:af:f4,2019-08-13  00:15:46,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:47,UK Office,Ground Floor,51.46035129,-0.9325248367
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:47,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:15:47,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:47,UK Office,2nd Floor,51.46058735,-0.9323976117
e8:de:27:9f:7f:0c,2019-08-13  00:15:47,UK Office,2nd Floor,51.46043006,-0.9327351711
04:ea:56:92:f9:9b,2019-08-13  00:15:48,UK Office,Ground Floor,51.46039156,-0.9325717128
08:d8:33:ef:e7:7b,2019-08-13  00:15:48,UK Office,Ground Floor,51.46050964,-0.9325081422
08:f6:9c:14:24:1b,2019-08-13  00:15:48,UK Office,2nd Floor,51.46083184,-0.93224795
7c:91:22:a9:48:7b,2019-08-13  00:15:48,UK Office,Ground Floor,51.46037606,-0.9325741131
80:2b:f9:9f:d3:23,2019-08-13  00:15:48,UK Office,Ground Floor,51.46075905,-0.9323619861
9c:8c:6e:46:0c:52,2019-08-13  00:15:48,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:48,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:15:48,UK Office,1st Floor,51.46056724,-0.9322359403
ec:ad:b8:7d:23:e8,2019-08-13  00:15:48,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:15:49,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:49,UK Office,2nd Floor,51.46082871,-0.9322976017
24:1b:7a:b1:f2:ef,2019-08-13  00:15:49,UK Office,1st Floor,51.46068928,-0.9322374
4c:34:88:f6:62:9c,2019-08-13  00:15:49,UK Office,Ground Floor,51.46073181,-0.9323181806
5c:ad:cf:c2:25:b8,2019-08-13  00:15:49,UK Office,Ground Floor,51.4603589,-0.9325668193
4c:56:9d:75:d1:e5,2019-08-13  00:15:55,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:15:55,UK Office,2nd Floor,51.46041988,-0.9328850919
34:e1:2d:c6:a8:59,2019-08-13  00:15:56,UK Office,Ground Floor,51.460394,-0.9326127164
9c:8c:6e:46:0b:7c,2019-08-13  00:15:56,UK Office,1st Floor,51.46078034,-0.9323011004
9c:8c:6e:46:1c:5e,2019-08-13  00:15:56,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:15:56,UK Office,Ground Floor,51.46034895,-0.932516297
c4:6e:1f:1a:81:1d,2019-08-13  00:15:56,UK Office,1st Floor,51.46040136,-0.9325668184
fc:03:9f:07:af:f4,2019-08-13  00:15:56,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:15:57,UK Office,Ground Floor,51.46035129,-0.9325248367
c4:6e:1f:1b:4f:c0,2019-08-13  00:15:57,UK Office,1st Floor,51.46060996,-0.9323954434
c4:6e:1f:1b:72:40,2019-08-13  00:15:57,UK Office,2nd Floor,51.46042904,-0.9326962931
e8:de:27:9f:7f:0c,2019-08-13  00:15:57,UK Office,2nd Floor,51.46043006,-0.9327351711
04:ea:56:92:f9:9b,2019-08-13  00:15:58,UK Office,Ground Floor,51.46039156,-0.9325717128
08:d8:33:ef:e7:7b,2019-08-13  00:15:58,UK Office,Ground Floor,51.46050964,-0.9325081422
08:f6:9c:14:24:1b,2019-08-13  00:15:58,UK Office,2nd Floor,51.46083184,-0.93224795
7c:91:22:a9:48:7b,2019-08-13  00:15:58,UK Office,Ground Floor,51.46035088,-0.9325879825
80:2b:f9:9f:d3:23,2019-08-13  00:15:58,UK Office,Ground Floor,51.46075492,-0.9323654259
9c:8c:6e:46:0c:52,2019-08-13  00:15:58,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:15:58,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:15:58,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1c:f2:9b,2019-08-13  00:15:58,UK Office,2nd Floor,51.46057695,-0.932404354
ec:ad:b8:7d:23:e8,2019-08-13  00:15:58,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:15:59,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:15:59,UK Office,2nd Floor,51.46082871,-0.9322976017
24:1b:7a:b1:f2:ef,2019-08-13  00:15:59,UK Office,1st Floor,51.46068928,-0.9322374
4c:34:88:f6:62:9c,2019-08-13  00:15:59,UK Office,Ground Floor,51.46056431,-0.9323410055
5c:ad:cf:c2:25:b8,2019-08-13  00:15:59,UK Office,Ground Floor,51.4603589,-0.9325668193
24:1b:7a:b1:f2:ef,2019-08-13  00:16:05,UK Office,1st Floor,51.46068928,-0.9322374
4c:56:9d:75:d1:e5,2019-08-13  00:16:05,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:16:05,UK Office,2nd Floor,51.46041988,-0.9328850919
34:e1:2d:c6:a8:59,2019-08-13  00:16:06,UK Office,Ground Floor,51.460394,-0.9326127164
9c:8c:6e:46:0b:7c,2019-08-13  00:16:06,UK Office,1st Floor,51.46078034,-0.9323011004
9c:8c:6e:46:1c:5e,2019-08-13  00:16:06,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:16:06,UK Office,Ground Floor,51.46034895,-0.932516297
c4:6e:1f:1a:81:1d,2019-08-13  00:16:06,UK Office,1st Floor,51.46040136,-0.9325668184
fc:03:9f:07:af:f4,2019-08-13  00:16:06,UK Office,Ground Floor,51.46080205,-0.9322875384
00:80:92:df:7b:97,2019-08-13  00:16:07,UK Office,Ground Floor,51.46035129,-0.9325248367
c4:6e:1f:1b:4f:c0,2019-08-13  00:16:07,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:16:07,UK Office,2nd Floor,51.46042898,-0.9326980891
e8:de:27:9f:7f:0c,2019-08-13  00:16:07,UK Office,2nd Floor,51.46043006,-0.9327351711
04:ea:56:92:f9:9b,2019-08-13  00:16:08,UK Office,Ground Floor,51.46039156,-0.9325717128
08:d8:33:ef:e7:7b,2019-08-13  00:16:08,UK Office,Ground Floor,51.46050964,-0.9325081422
08:f6:9c:14:24:1b,2019-08-13  00:16:08,UK Office,2nd Floor,51.46083184,-0.93224795
7c:91:22:a9:48:7b,2019-08-13  00:16:08,UK Office,Ground Floor,51.46037134,-0.9325759419
9c:8c:6e:46:0c:52,2019-08-13  00:16:08,UK Office,2nd Floor,51.4607335,-0.9323182203
b8:63:4d:a1:d2:b9,2019-08-13  00:16:08,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1c:f2:9b,2019-08-13  00:16:08,UK Office,2nd Floor,51.46057702,-0.9324080185
ec:ad:b8:7d:23:e8,2019-08-13  00:16:08,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:16:09,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:16:09,UK Office,2nd Floor,51.46082842,-0.9323020872
4c:34:88:f6:62:9c,2019-08-13  00:16:09,UK Office,Ground Floor,51.46056431,-0.9323410055
5c:ad:cf:c2:25:b8,2019-08-13  00:16:09,UK Office,Ground Floor,51.4603589,-0.9325668193
80:2b:f9:9f:d3:23,2019-08-13  00:16:09,UK Office,Ground Floor,51.46075069,-0.9323689435
9c:da:3e:69:d3:f4,2019-08-13  00:16:09,UK Office,Ground Floor,51.46057682,-0.9323893021
0c:51:01:b3:88:92,2019-08-13  00:16:15,UK Office,2nd Floor,51.46082842,-0.9323020872
24:1b:7a:b1:f2:ef,2019-08-13  00:16:15,UK Office,1st Floor,51.46068014,-0.932271104
9c:8c:6e:46:01:f8,2019-08-13  00:16:15,UK Office,2nd Floor,51.46041988,-0.9328850919
34:e1:2d:c6:a8:59,2019-08-13  00:16:16,UK Office,Ground Floor,51.460394,-0.9326127164
4c:56:9d:75:d1:e5,2019-08-13  00:16:16,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:0b:7c,2019-08-13  00:16:16,UK Office,1st Floor,51.46078034,-0.9323011004
9c:8c:6e:46:1c:5e,2019-08-13  00:16:16,UK Office,1st Floor,51.4604625,-0.9329326302
c4:6e:1f:1a:68:a1,2019-08-13  00:16:16,UK Office,Ground Floor,51.46034638,-0.9325172232
c4:6e:1f:1a:81:1d,2019-08-13  00:16:16,UK Office,1st Floor,51.46040153,-0.9325934515
00:80:92:df:7b:97,2019-08-13  00:16:17,UK Office,Ground Floor,51.46035129,-0.9325248367
c4:6e:1f:1b:4f:c0,2019-08-13  00:16:17,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:16:17,UK Office,2nd Floor,51.46042898,-0.9326980891
e8:de:27:9f:7f:0c,2019-08-13  00:16:17,UK Office,2nd Floor,51.46042988,-0.9327326621
fc:03:9f:07:af:f4,2019-08-13  00:16:17,UK Office,Ground Floor,51.46080205,-0.9322875384
04:ea:56:92:f9:9b,2019-08-13  00:16:18,UK Office,Ground Floor,51.46039156,-0.9325717128
08:d8:33:ef:e7:7b,2019-08-13  00:16:18,UK Office,Ground Floor,51.46050964,-0.9325081422
7c:91:22:a9:48:7b,2019-08-13  00:16:18,UK Office,Ground Floor,51.46037134,-0.9325759419
b8:63:4d:a1:d2:b9,2019-08-13  00:16:18,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1c:f2:9b,2019-08-13  00:16:18,UK Office,2nd Floor,51.46057695,-0.932404354
ec:ad:b8:7d:23:e8,2019-08-13  00:16:18,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:16:19,UK Office,3rd Floor,51.46042269,-0.9326256521
08:f6:9c:14:24:1b,2019-08-13  00:16:19,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:16:19,UK Office,Ground Floor,51.46056431,-0.9323410055
5c:ad:cf:c2:25:b8,2019-08-13  00:16:19,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:16:19,UK Office,Ground Floor,51.46075069,-0.9323689435
9c:8c:6e:46:0c:52,2019-08-13  00:16:19,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:16:19,UK Office,Ground Floor,51.46057682,-0.9323893021
00:c2:c6:ec:4c:a3,2019-08-13  00:16:25,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:16:25,UK Office,2nd Floor,51.46082842,-0.9323020872
24:1b:7a:b1:f2:ef,2019-08-13  00:16:25,UK Office,1st Floor,51.46068014,-0.932271104
9c:8c:6e:46:01:f8,2019-08-13  00:16:25,UK Office,2nd Floor,51.46041988,-0.9328850919
34:e1:2d:c6:a8:59,2019-08-13  00:16:26,UK Office,Ground Floor,51.46039218,-0.9326165909
4c:56:9d:75:d1:e5,2019-08-13  00:16:26,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:0b:7c,2019-08-13  00:16:26,UK Office,1st Floor,51.46078034,-0.9323011004
9c:8c:6e:46:1c:5e,2019-08-13  00:16:26,UK Office,1st Floor,51.4604625,-0.9329326302
c4:6e:1f:1a:68:a1,2019-08-13  00:16:26,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:16:27,UK Office,Ground Floor,51.46035129,-0.9325248367
